Team #,Match #,Scouter Initials,Team Number,Match Number,Robot,Starting Location,No Show,Taxied?,Upper Cargo Scored,Upper Cargo Missed,Lower Cargo Scored,Upper Cargo Scored,Lower Cargo Scored,Defended?,Climb,Started Climb With Time Remaining,Played Defense for Match %,Defense Rating,Disabled for Match %,Comments,,,,,,,,,,,,
614,24,Cm,614,24,b3,left,FALSE,FALSE,0,2,0,0,10,FALSE,3,20,0,x,0,Almost tipped on cable cover,,,,,,,,,,,,
4286,25,OT,4286,25,r1,middle,FALSE,TRUE,0,0,0,0,8,FALSE,2,11,0,x,0,"Intake is inefficient, slow",,,,,,,,,,,,
1629,25,BN,1629,25,r2,undefined,FALSE,TRUE,2,0,0,9,0,FALSE,4,null,0,x,0,Strong at both shooting and climbing,,,,,,,,,,,,
612,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,25,DD,4099,25,b1,right,FALSE,TRUE,2,0,0,9,0,FALSE,3,20,0,x,0,"Awesome shooting, fast climb (also sick looking bot)",,,,,,,,,,,,
3136,25,elp,3136,25,b2,undefined,FALSE,TRUE,1,1,0,7,0,FALSE,f,null,0,x,0,"not enough time o climb, has ground intake",,,,,,,,,,,,
4821,25,Cm,4821,25,b3,middle,FALSE,FALSE,0,0,0,2,3,FALSE,2,10,0,x,0,,,,,,,,,,,,,
8592,26,OT,8592,26,r1,middle,FALSE,TRUE,2,0,0,3,0,FALSE,2,11,0,x,0,"Hard time getting over middle, High arc creates bounce outs",,,,,,,,,,,,
1908,26,BN,1908,26,r2,right,FALSE,TRUE,0,0,0,9,0,FALSE,1,null,0,x,0,undefined,,,,,,,,,,,,
2537,26,MD,2537,26,r3,undefined,FALSE,TRUE,0,1,0,2,0,FALSE,2,30,0,x,0,Bot is slow and shooter is inaccurate,,,,,,,,,,,,
8622,26,DD,8622,26,b1,right,FALSE,TRUE,1,0,0,5,0,FALSE,1,10,0,x,0,Accurate shots,,,,,,,,,,,,
1086,26,elp,1086,26,b2,middle,FALSE,TRUE,0,2,0,5,0,FALSE,2,null,10,a,0,hung to climb by a hook,,,,,,,,,,,,
5338,26,Cm,5338,26,b3,left,FALSE,FALSE,0,0,2,0,4,FALSE,f,40,0,x,0,Top heavy,,,,,,,,,,,,
401,27,AW,401,27,R1,FALSE,TRUE,right,TRUE,2,0,0,0,TRUE,4,1,0,0,FALSE,g,4,FALSE,3,v,x,FALSE,FALSE,FALSE,"Went offline briefly, but quickly recovered",,,
422,27,BN,422,27,r2,undefined,FALSE,TRUE,1,1,0,4,1,TRUE,2,null,0,x,0,undefined,,,,,,,,,,,,
4541,27,MD,4541,27,r3,middle,FALSE,TRUE,2,0,0,3,0,TRUE,4,45,0,x,0,Kind of slow but a good bot other than that,,,,,,,,,,,,
449,27,DD,449,27,b1,right,FALSE,TRUE,0,0,1,7,0,FALSE,4,30,0,x,0,Very nice high shots,,,,,,,,,,,,
3939,27,elp,3939,27,b2,left,FALSE,TRUE,0,0,0,5,0,FALSE,x,null,0,x,0,undefined,,,,,,,,,,,,
6194,27,Cm,6194,27,b3,middle,FALSE,TRUE,0,0,1,0,2,FALSE,2,30,0,x,0,undefined,,,,,,,,,,,,
2363,28,HS,2363,28,r1,right,FALSE,TRUE,3,0,0,4,0,TRUE,1,5,0,x,0,Intake broke at the beginning of the match due to aggressive defense.,,,,,,,,,,,,
2914,28,BN,2914,28,r2,middle,FALSE,TRUE,1,0,0,1,0,FALSE,2,null,0,x,0,undefined,,,,,,,,,,,,
1895,28,MD,1895,28,r3,left,FALSE,TRUE,0,0,0,5,0,FALSE,2,20,0,x,0,intake has some problems and bot is kind of slow,,,,,,,,,,,,
5724,28,DD,5724,28,b1,middle,FALSE,TRUE,2,0,0,5,0,TRUE,x,,0,x,0,"Not so accurate, but a lot of shots",,,,,,,,,,,,
7770,28,elp,7770,28,b2,undefined,FALSE,TRUE,0,2,0,2,1,TRUE,4,null,20,a,0,"tall and unstable, got aggressive",,,,,,,,,,,,
1727,28,Cm,1727,28,b3,right,FALSE,TRUE,0,0,0,0,2,FALSE,f,45,60,a,0,Took a big fall from high,,,,,,,,,,,,
3274,29,OT,3274,29,r1,left,FALSE,TRUE,0,0,1,0,0,FALSE,x,,95,v,0,High foul potential,,,,,,,,,,,,
620,29,BN,620,29,r2,right,FALSE,TRUE,0,1,0,6,0,FALSE,3,null,0,x,0,undefined,,,,,,,,,,,,
7429,29,MD,7429,29,r3,middle,FALSE,TRUE,1,0,0,4,0,FALSE,2,25,0,x,0,Shooter is inconsistent/inaccurate,,,,,,,,,,,,
1599,29,DD,1599,29,b1,left,FALSE,TRUE,1,0,0,0,0,FALSE,4,30,0,x,0,"Very low accuracy, but wonderful climb",,,,,,,,,,,,
888,29,elp,888,29,b2,right,FALSE,TRUE,0,0,1,5,1,FALSE,f,null,30,v,0,did not aimlessly slam but had good timing,,,,,,,,,,,,
4472,29,Cm,4472,29,b3,middle,FALSE,TRUE,2,0,0,7,0,TRUE,x,null,0,x,0,undefined,,,,,,,,,,,,
4638,30,HS,4638,30,r1,middle,FALSE,TRUE,1,1,0,3,0,FALSE,4,50,0,x,0,Inefficient intake,,,,,,,,,,,,
6326,30,BN,6326,30,r2,right,FALSE,TRUE,1,0,0,3,0,FALSE,x,null,0,x,0,Attempted to score more cargo instead of climb,,,,,,,,,,,,
1123,30,MD,1123,30,r3,left,FALSE,FALSE,0,0,0,10,0,FALSE,1,20,0,x,0,Shooter is slow but can consistently get 2 balls into the goal,,,,,,,,,,,,
6504,30,DD,6504,30,b1,right,FALSE,TRUE,0,0,2,0,12,FALSE,x,,0,x,0,Can shoot lots of low shots,,,,,,,,,,,,
116,30,elp,116,30,b2,middle,FALSE,TRUE,1,0,0,7,0,TRUE,4,null,0,x,0,good collection of cargo,,,,,,,,,,,,
2421,30,Cm,2421,30,b3,left,FALSE,TRUE,2,0,0,2,0,FALSE,3,20,0,x,0,undefined,,,,,,,,,,,,
5549,31,OT,5549,31,r1,left,FALSE,TRUE,2,0,0,4,0,FALSE,2,17,0,x,0,"Sensitive turning, trouble aiming,",,,,,,,,,,,,
8230,31,BN,8230,31,r2,middle,FALSE,TRUE,1,0,0,6,0,FALSE,f,null,0,x,0,undefined,,,,,,,,,,,,
1111,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,31,DD,2186,31,b1,middle,FALSE,TRUE,0,1,0,1,0,FALSE,2,10,0,x,0,Not very accurate,,,,,,,,,,,,
614,31,elp,614,31,b2,right,FALSE,TRUE,2,0,2,0,9,FALSE,3,null,0,x,0,efficient in finding cargo and shooting low hub,,,,,,,,,,,,
1610,31,Cm,1610,31,b3,left,FALSE,TRUE,0,1,1,3,3,FALSE,1,15,0,x,0,undefined,,,,,,,,,,,,
1719,32,OT,1719,32,r1,middle,FALSE,TRUE,0,1,0,0,0,FALSE,2,10,0,x,0,Bad driving,,,,,,,,,,,,
5587,32,BN,5587,32,r2,right,FALSE,TRUE,2,0,0,4,0,FALSE,x,null,0,x,0,undefined,,,,,,,,,,,,
2199,32,MD,2199,32,r3,left,FALSE,TRUE,1,1,0,2,0,TRUE,4,33,5,n,0,slow and shooter was inconsistent,,,,,,,,,,,,
122,32,DD,122,32,b1,middle,FALSE,TRUE,2,0,0,10,0,FALSE,2,15,0,x,0,"Lots of good shots, slow climb",,,,,,,,,,,,
612,32,elp,612,32,b2,right,FALSE,FALSE,0,0,1,0,1,FALSE,f,null,0,x,70,"a hook slipped on climb, lost connection or something was stuck in a corner, inefficient intake of a pincher that takes in single cargo only scores low hub",,,,,,,,,,,,
1885,32,Cm,1885,32,b3,undefined,FALSE,TRUE,0,2,0,1,0,FALSE,4,30,0,x,0,undefined,,,,,,,,,,,,
1086,33,HS,1086,33,r1,middle,FALSE,TRUE,1,0,0,12,0,FALSE,x,null,0,x,0,"Efficient, fast, accurate, and durable",,,,,,,,,,,,
384,33,BN,384,33,r2,undefined,FALSE,TRUE,2,0,0,9,0,FALSE,2,null,0,x,0,undefined,,,,,,,,,,,,
1908,33,MD,1908,33,r3,right,FALSE,TRUE,2,0,0,9,0,FALSE,x,,0,x,0,shooter is consistent and accurate,,,,,,,,,,,,
1262,33,DD,1262,33,b1,right,FALSE,TRUE,1,2,0,8,0,FALSE,2,7,0,x,0,"Not very accurate, but still lots of points",,,,,,,,,,,,
4821,33,elp,4821,33,b2,middle,FALSE,TRUE,1,0,0,6,2,FALSE,2,null,0,x,0,"shooting can be disrupted with slamming from other robots, slow climber",,,,,,,,,,,,
8726,33,Cm,8726,33,b3,undefined,FALSE,FALSE,0,0,0,1,2,FALSE,x,,0,x,0,undefined,,,,,,,,,,,,
6194,34,HS,6194,34,r1,middle,FALSE,TRUE,0,1,0,0,3,FALSE,2,20,0,x,0,Conveyor system not working,,,,,,,,,,,,
4541,34,BN,4541,34,r2,right,FALSE,TRUE,1,1,0,4,0,FALSE,4,null,0,x,0,undefined,,,,,,,,,,,,
2377,34,MD,2377,34,r3,left,FALSE,TRUE,0,2,0,7,0,FALSE,x,null,0,x,0,shooter can be very accurate but is somewhat inconsistent,,,,,,,,,,,,
4286,34,DD,4286,34,b1,middle,FALSE,TRUE,0,0,1,0,5,FALSE,x,,0,x,0,Died,,,,,,,,,,,,
2068,34,elp,2068,34,b2,right,FALSE,TRUE,1,1,0,5,0,TRUE,x,null,0,x,0,had one hook to climb,,,,,,,,,,,,
6802,34,Cm,6802,34,b3,undefined,FALSE,FALSE,1,1,0,8,0,FALSE,2,5,0,x,0,undefined,,,,,,,,,,,,
3136,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,35, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,35,Cm,401,35,b3,right,FALSE,TRUE,4,0,0,13,0,FALSE,x,,0,x,0,undefined,,,,,,,,,,,,
449,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5338,36,TR,5338,36,r2,middle,FALSE,TRUE,0,0,0,0,0,FALSE,2,null,90,n,0,"Didn’t attempt to shoot, defense was not effective.",,,,,,,,,,,,
686,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472,36,DD,4472,36,b1,left,FALSE,TRUE,2,1,0,9,0,FALSE,3,30,0,x,0,Very fast climb,,,,,,,,,,,,
2363,36,elp,2363,36,b2,right,FALSE,TRUE,4,0,0,14,0,FALSE,2,null,0,x,0,"very good intake, lightning fast mid climb",,,,,,,,,,,,
8622,36,Cm,8622,36,b3,middle,FALSE,TRUE,1,1,0,8,0,FALSE,1,5,0,x,0,Almost tips over everytime it drives forward,,,,,,,,,,,,
1731,37,HS,1731,37,r1,middle,FALSE,TRUE,1,2,0,12,0,FALSE,4,30,0,x,0,Very efficient,,,,,,,,,,,,
5804,37,TR,5804,37,r2,right,FALSE,TRUE,2,0,0,4,2,FALSE,4,null,0,x,0,Some human error in positioning.,,,,,,,,,,,,
7770,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,37,Cm,4638,37,b3,middle,FALSE,TRUE,1,0,0,5,0,FALSE,4,40,0,x,0,,,,,,,,,,,,,
7429,37,elp,7429,37,b2,undefined,FALSE,TRUE,3,0,0,8,0,FALSE,x,null,0,x,0,nimble,,,,,,,,,,,,
4638,37,BN,4638,37,b1,right,FALSE,TRUE,0,0,0,0,7,FALSE,2,null,0,x,0,undefined,,,,,,,,,,,,
620,38,OT,620,38,r1,left,FALSE,TRUE,1,1,0,3,0,TRUE,f,11,0,x,0,Shooter could somewhat shoot over defense. Easily bullied,,,,,,,,,,,,
5724,38,TR,5724,38,r2,middle,FALSE,TRUE,0,1,0,8,0,FALSE,x,,25,a,0,Accurate and fast shooting.,,,,,,,,,,,,
4099,38,MD,4099,38,r3,right,FALSE,TRUE,3,0,0,7,0,TRUE,2,15,0,x,0,Slow shooter but really accurate,,,,,,,,,,,,
2421,38,NS,2421,38,b1,undefined,FALSE,TRUE,2,0,0,3,0,FALSE,4,30,35,a,0,Switched partway through the match from cycling to defense. Appeared to have issues with intake,,,,,,,,,,,,
8592,38,elp,8592,38,b2,middle,FALSE,FALSE,0,0,0,0,0,TRUE,4,null,60,a,20,spent auto spinning clockwise. you’ve heard of drifting? this one spun. very inefficient cargo collection and could not shoot with any semblance of accuracy,,,,,,,,,,,,
3748,38,Cm,3748,38,b3,right,FALSE,TRUE,1,0,0,0,1,FALSE,x,,80,x,0,They found out thier better at defense then offense.Also they got the other team a foul for pushing 1 of them in the climbing area,,,,,,,,,,,,
888,39,OT,888,39,r1,right,FALSE,TRUE,2,1,0,3,0,TRUE,4,30,0,x,0,Had trouble turning and aligning intake. Lots of bounced out shots.,,,,,,,,,,,,
1123,39,TR,1123,39,r2,middle,FALSE,TRUE,0,0,0,0,8,TRUE,f,5,0,x,0,Robot not built for top basket.,,,,,,,,,,,,
1895,39,Bw,1895,39,r3,undefined,FALSE,TRUE,2,0,0,4,0,FALSE,x,10,10,a,0,"Double check auto , balls bounce out a LOT from upper, couldn’t climb Bc of 888 being slow",,,,,,,,,,,,
836,39,NS,836,39,b1,right,FALSE,TRUE,4,0,0,14,0,FALSE,3,30,0,x,0,"Great shooter, made almost every shot, fast robot, relatively quick at climbing",,,,,,,,,,,,
6326,39,elp,6326,39,b2,middle,FALSE,TRUE,0,0,0,6,0,FALSE,x,null,20,a,0,"at one point, got stuck under another robot, nimble, relatively slow shooting",,,,,,,,,,,,
1629,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,40,OT,116,40,r1,middle,FALSE,TRUE,1,0,1,2,0,TRUE,3,null,0,x,0,Fell and recovered on climb.,,,,,,,,,,,,
3939,40,TR,3939,40,r2,left,FALSE,TRUE,0,3,0,2,0,TRUE,2,15,0,x,0,Seemed to be targeted by another robot (3274). Blocked from shooting for a time.,,,,,,,,,,,,
422,40,Bw,422,40,r3,right,FALSE,TRUE,0,2,0,7,0,TRUE,x,15,0,x,0,"Under HEAVY defense by 3274, 3374 was extremely effective and knows the pin rules",,,,,,,,,,,,
1599,40,NS,1599,40,b1,right,FALSE,TRUE,1,1,0,4,0,FALSE,4,30,0,x,0,"Very inaccurate shooting, driver spend a lot of time driving with control of two pieces of cargo, climbing was great",,,,,,,,,,,,
3274,40,elp,3274,40,b2,middle,FALSE,TRUE,0,0,0,0,0,FALSE,f,null,100,v,0,"incredibly defensive, will shove and hold robots against  a wall or the goal, never got a foul by refs started counting many times",,,,,,,,,,,,
623,40,Cm,623,40,b3,left,FALSE,TRUE,2,0,0,8,0,FALSE,3,30,0,x,0,undefined,,,,,,,,,,,,
1610,41,OT,1610,41,r1,right,FALSE,TRUE,1,0,0,6,0,FALSE,2,11,0,x,0,Good range on shooter. Missed auto so might not be accurate.,,,,,,,,,,,,
4821,41,TR,4821,41,r2,middle,FALSE,TRUE,0,0,0,4,0,FALSE,x,,0,x,30,Lost control of robot for a time.,,,,,,,,,,,,
1086,41,Bw,1086,41,r3,right,FALSE,TRUE,1,2,0,13,0,FALSE,2,15,0,x,0,"Needs work on auto accuracy, super accurate during tele, intook 3 balls and shot them, couldn’t reverse intake",,,,,,,,,,,,
2068,41,NS,2068,41,b1,undefined,FALSE,TRUE,2,0,0,9,0,FALSE,x,null,0,x,0,"Accurate at shooting, driver was good at located cargo",,,,,,,,,,,,
122,41,elp,122,41,b2,middle,FALSE,TRUE,4,0,0,2,0,FALSE,2,null,0,x,0,"climbed with one hook, intake pushes away cargo",,,,,,,,,,,,
614,41,Cm,614,41,b3,right,FALSE,TRUE,2,0,0,1,8,FALSE,3,20,0,x,0,undefined,,,,,,,,,,,,
5587,42,IB,5587,42,r1,right,FALSE,TRUE,3,0,0,6,0,FALSE,4,37,0,x,0,"5587 has a fantastic auto. Their drivers are pretty good, but definitely missed a few balls.",,,,,,,,,,,,
8726,42,DD,8726,42,r2,left,FALSE,TRUE,0,0,0,4,0,FALSE,f,13,0,x,0,,,,,,,,,,,,,
2537,42,GC,2537,42,r3,undefined,FALSE,FALSE,0,0,0,2,1,FALSE,2,30,0,x,0,Slow to aim,,,,,,,,,,,,
5549,42,TR,5549,42,b1,undefined,FALSE,TRUE,0,0,1,0,4,FALSE,f,10,5,a,0,Shooter didn’t seem to work properly.,,,,,,,,,,,,
4541,42,elp,4541,42,b2,right,FALSE,TRUE,1,1,0,3,0,FALSE,4,38,0,x,0,"inaccurate shooting, had trouble going over wire bump in field, reliable climbing",,,,,,,,,,,,
1719,42,Cm,1719,42,b3,middle,FALSE,TRUE,0,1,0,1,0,FALSE,2,30,0,x,0,Bad shooter bad intake,,,,,,,,,,,,
5338,43,IB,5338,43,r1,middle,FALSE,TRUE,0,0,1,0,9,TRUE,3,38,0,x,0,Top heavy and never made a high goal. 5338 isn’t looking so hot.,,,,,,,,,,,,
2914,43,DD,2914,43,r2,left,FALSE,TRUE,2,0,0,0,0,FALSE,1,10,100,n,0,Just took two blue balls and started defending.,,,,,,,,,,,,
1111,43,GC,1111,43,r3,right,FALSE,FALSE,1,0,0,7,1,FALSE,3,15,0,x,0,Balls bounce out of intake often,,,,,,,,,,,,
4286,43,TR,4286,43,b1,middle,FALSE,TRUE,0,0,1,0,2,TRUE,2,30,50,v,0,"Defense pretty good, only went for two shots.",,,,,,,,,,,,
401,43,elp,401,43,b2,right,FALSE,TRUE,5,0,0,5,0,TRUE,2,null,0,x,0,"something happened with shooting not accurate, needs to avoid defenders to shoot while still",,,,,,,,,,,,
686,43,Cm,686,43,b3,left,FALSE,TRUE,0,0,2,0,5,FALSE,4,30,0,x,0,,,,,,,,,,,,,
1262,44,IB,1262,44,r1,right,FALSE,TRUE,2,0,1,6,1,FALSE,f,5,0,x,0,1262 couldn’t climb in time,,,,,,,,,,,,
1727,44,DD,1727,44,r2,middle,FALSE,TRUE,0,0,0,4,0,FALSE,f,30,0,x,0,Review this,,,,,,,,,,,,
6194,44,GC,6194,44,r3,left,FALSE,TRUE,0,0,0,0,2,FALSE,f,20,20,n,0,Very top heavy,,,,,,,,,,,,
5804,44,TR,5804,44,b1,middle,FALSE,TRUE,1,1,0,11,0,FALSE,4,30,,x,0,Shooter incredibly accurate and fast. Amazing climbing mechanism.,,,,,,,,,,,,
6504,44,elp,6504,44,b2,right,FALSE,TRUE,0,0,0,0,8,FALSE,x,null,0,x,0,not a great scorer and doesn’t play defense,,,,,,,,,,,,
3136,44,Cm,3136,44,b3,left,FALSE,TRUE,2,0,0,7,0,FALSE,2,20,10,n,0,undefined,,,,,,,,,,,,
2363,45,IB,2363,45,r1,right,FALSE,TRUE,3,0,0,0,0,FALSE,x,,100,n,0,"Your average defense bot. Mostly moved balls around, started blocking a few shots near the end, wasn’t near enough to save the red alliance.",,,,,,,,,,,,
1885,45,DD,1885,45,r2,middle,FALSE,TRUE,0,0,0,1,0,FALSE,4,25,75,a,0,Very fast climb,,,,,,,,,,,,
4638,45,GC,4638,45,r3,middle,FALSE,TRUE,1,0,0,2,0,FALSE,4,45,,n,0,Bad aim,,,,,,,,,,,,
6802,45,TR,6802,45,b1,left,FALSE,TRUE,2,0,0,1,2,TRUE,2,10,10,a,0,Feeding system not efficient. Shooter a bit inaccurate. Robot unstable,,,,,,,,,,,,
1908,45,elp,1908,45,b2,right,FALSE,TRUE,2,0,0,1,0,TRUE,1,null,90,a,0,"targeted one bot to pin, barely shot",,,,,,,,,,,,
4472,45,Cm,4472,45,b3,middle,FALSE,TRUE,3,1,0,11,0,FALSE,3,30,,x,0,A good bot needs a better shooter,,,,,,,,,,,,
7770,46,IB,7770,46,r1,right,FALSE,TRUE,0,0,1,0,1,FALSE,2,22,80,a,0,,,,,,,,,,,,,
7429,46,DD,7429,46,r2,middle,FALSE,TRUE,2,0,0,2,0,FALSE,x,,,x,0,,,,,,,,,,,,,
1629,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,46,TR,4242,46,b1,left,FALSE,TRUE,0,2,0,0,0,TRUE,3,25,40,v,0,Shooter not firing. Had to switch to defense,,,,,,,,,,,,
8622,46,elp,8622,46,b2,middle,FALSE,TRUE,1,0,0,0,0,TRUE,f,null,100,x,50,"top heavy, disabled on the side for some time",,,,,,,,,,,,
836,46,Cm,836,46,b3,right,FALSE,TRUE,3,2,0,6,0,FALSE,x,,0,x,0,,,,,,,,,,,,,
1895,47,IB,1895,47,r1,left,FALSE,TRUE,1,0,0,2,0,FALSE,2,16,,x,0,,,,,,,,,,,,,
3748,47,DD,3748,47,r2,right,FALSE,TRUE,0,0,0,0,7,FALSE,x,null,0,x,0,"Topheavy, wobbles when it drives",,,,,,,,,,,,
116,47,GC,116,47,r3,middle,FALSE,TRUE,1,0,0,5,0,FALSE,4,30,,n,0,Slow cycle Shoots from far,,,,,,,,,,,,
8230,47,TR,8230,47,b1,right,FALSE,TRUE,1,0,0,1,0,TRUE,1,10,,x,0,"Top heavy, feeder did not work well. Didn’t pick up balls",,,,,,,,,,,,
8592,47,elp,8592,47,b2,middle,FALSE,TRUE,2,2,0,6,0,FALSE,2,null,20,n,0,exactly 50% accuarcy,,,,,,,,,,,,
3274,47,Cm,3274,47,b3,left,FALSE,TRUE,0,0,0,0,3,FALSE,3,30,20,v,0,Should have played more defense,,,,,,,,,,,,
384,48,IB,384,48,r1,left,FALSE,TRUE,2,0,0,11,0,FALSE,1,null,0,x,0,These people are insanely good at shooting.,,,,,,,,,,,,
623,48,DD,623,48,r2,middle,FALSE,TRUE,1,0,0,1,0,TRUE,f,30,0,x,0,,,,,,,,,,,,,
4099,48,GC,4099,48,r3,right,FALSE,TRUE,2,0,0,10,0,TRUE,3,30,,n,0,Need to be touching hub to shoot. Fast climb. Fast cycle,,,,,,,,,,,,
6326,48,TR,6326,48,b1,middle,FALSE,TRUE,0,1,0,3,0,TRUE,x,,70,v,0,"Intake didn’t seem great, had to go in defense for much of the match. Climbing not attempted",,,,,,,,,,,,
449,48,elp,449,48,b2,right,FALSE,TRUE,0,0,0,10,0,FALSE,4,null,0,x,0,"shot wrong direction in auto, fast intake, fast climb",,,,,,,,,,,,
620,48,Cm,620,48,b3,left,FALSE,TRUE,0,2,0,5,0,FALSE,4,40,,x,0,,,,,,,,,,,,,
2199,49,IB,2199,49,r1,left,FALSE,TRUE,0,0,0,3,0,FALSE,x,,0,x,45,They were knocked over.,,,,,,,,,,,,
2186,49,DD,2186,49,r2,middle,FALSE,TRUE,0,2,0,0,0,FALSE,f,10,0,x,0,undefined,,,,,,,,,,,,
888,49,GC,888,49,r3,right,FALSE,TRUE,0,0,0,0,5,FALSE,3,20,20,a,0,Top heavy,,,,,,,,,,,,
1731,49,TR,1731,49,b1,middle,FALSE,TRUE,2,2,0,12,0,TRUE,4,20,,x,0,Best bot I’ve seen. Double sided feeding is amazing. Accurate shooter. Great climber,,,,,,,,,,,,
